doc_number,corpus_size,vocab_count
1629,805120,65038
1630,806290,65079
1631,806589,65085
1632,806804,65114
1633,807072,65127
1634,807765,65200
1635,807982,65243
1636,808297,65254
1637,808657,65257
1638,808844,65262
1639,809686,65310
1640,809948,65325
1641,810253,65343
1642,810759,65387
1643,811629,65441
1644,811820,65465
1645,812030,65492
1646,812410,65515
1647,812592,65519
1648,812868,65528
1649,813104,65534
1650,813332,65535
1651,814133,65559
1652,814294,65563
1653,814956,65614
1654,815181,65617
1655,815324,65620
1656,815473,65622
1657,816565,65659
1658,820657,65844
1659,820962,65848
1660,821691,65896
1661,822212,65957
1662,822447,65984
1663,823212,66007
1664,823698,66010
1665,824345,66052
1666,824539,66063
1667,824819,66074
1668,825133,66083
1669,825328,66087
1670,825595,66100
1671,826235,66145
1672,828973,66275
1673,829125,66283
1674,829770,66303
1675,830492,66331
1676,830781,66338
1677,830961,66340
1678,831655,66357
1679,831794,66362
1680,831990,66363
1681,834378,66495
1682,835627,66539
1683,835952,66549
1684,840121,66677
1685,840919,66701
1686,841110,66711
1687,841379,66716
1688,845702,66829
1689,846248,66846
1690,846472,66852
1691,847136,66878
1692,847341,66890
1693,847489,66910
1694,847707,66915
1695,847925,66953
1696,848237,66974
1697,850574,67094
1698,850716,67098
1699,851014,67113
1700,851172,67116
1701,852546,67190
1702,852677,67192
1703,853064,67211
1704,853398,67225
1705,853512,67227
1706,853715,67246
1707,853905,67253
1708,854187,67288
1709,854608,67297
1710,854748,67299
1711,856572,67353
1712,856737,67359
1713,857002,67371
1714,857389,67386
1715,857511,67388
1716,857701,67397
1717,858322,67431
1718,858451,67436
1719,858608,67438
1720,859071,67444
1721,859729,67718
1722,860265,67776
1723,860478,67778
1724,861608,67840
1725,861780,67850
1726,862015,67861
1727,862293,67869
1728,862592,67960
1729,862972,67971
1730,864438,68056
1731,864693,68063
1732,865298,68083
1733,865893,68089
1734,866249,68096
1735,866559,68102
1736,866702,68104
1737,867016,68115
1738,868394,68158
1739,868563,68166
1740,868733,68172
1741,869196,68197
1742,869937,68225
1743,870318,68243
1744,870710,68251
1745,871152,68265
1746,871308,68270
1747,871477,68273
1748,871708,68280
1749,871840,68281
1750,872005,68282
1751,876563,68400
1752,876826,68416
1753,876982,68417
1754,878685,68478
1755,879751,68526
1756,879905,68530
1757,880313,68542
1758,880640,68567
1759,883305,68652
1760,883944,68681
1761,884122,68688
1762,884374,68696
1763,884858,68709
1764,885593,68732
1765,886297,68762
1766,886509,68768
1767,886681,68770
1768,887274,68818
1769,887455,68821
1770,887680,68826
1771,887908,68827
1772,888013,68830
1773,888447,68847
1774,888826,68851
1775,890775,68894
1776,890970,68911
1777,891316,68938
1778,891635,68945
1779,891834,68948
1780,892081,68952
1781,892402,68963
1782,892635,68972
1783,893012,69180
1784,894858,69246
1785,897593,69333
1786,898366,69376
1787,898483,69377
1788,898862,69390
1789,899034,69396
1790,899723,69421
1791,900007,69428
1792,900153,69430
1793,901148,69454
1794,901292,69457
1795,901487,69463
1796,901873,69478
1797,902049,69478
1798,902283,69487
1799,902640,69496
1800,902787,69503
1801,903123,69516
1802,903494,69541
1803,904013,69554
1804,904296,69560
1805,904693,69582
1806,904907,69590
1807,905254,69622
1808,905569,69639
1809,905813,69645
1810,905963,69647
1811,906231,69674
1812,906396,69676
1813,907534,69715
1814,907893,69752
1815,908014,69754
1816,908188,69760
1817,909258,69837
1818,909722,69853
1819,909896,69865
1820,910057,69866
1821,910605,69926
1822,911483,70035
1823,912057,70050
1824,913226,70096
1825,913419,70120
1826,915376,70268
1827,915757,70273
1828,915934,70275
1829,916414,70306
1830,916948,70329
1831,917418,70343
1832,917778,70377
1833,918338,70408
1834,920275,70467
1835,920470,70473
1836,920595,70475
1837,920961,70487
1838,921288,70502
1839,921427,70502
1840,921622,70510
1841,922051,70517
1842,922303,70536
1843,922971,70586
1844,923116,70588
1845,923262,70595
1846,924129,70612
1847,924281,70615
1848,924485,70623
1849,924796,70633
1850,925421,70641
1851,925773,70661
1852,925926,70664
1853,926053,70674
1854,926170,70675
1855,926566,70693
1856,926927,70699
1857,927060,70700
1858,927423,70712
1859,927626,70725
1860,928182,70740
1861,928722,70786
1862,931253,70848
1863,931550,70859
1864,931710,70862
1865,932204,70868
1866,932444,70874
1867,932921,70891
1868,933106,70921
1869,934641,70944
1870,934785,70945
1871,935472,70977
1872,935606,70982
1873,935743,70983
1874,935955,70989
1875,936426,71012
1876,936757,71028
1877,937017,71034
1878,937552,71037
1879,937730,71044
1880,937958,71047
1881,938309,71053
1882,939133,71080
1883,940472,71221
1884,940675,71224
1885,941661,71243
1886,941802,71245
1887,941999,71246
1888,942674,71261
1889,943009,71276
1890,943763,71296
1891,944955,71332
1892,945294,71337
1893,949377,71521
1894,949741,71533
1895,949855,71533
1896,950045,71542
1897,951274,71593
1898,951425,71595
1899,951592,71600
1900,951762,71602
1901,951934,71611
1902,952163,71618
1903,958508,71820
1904,959521,71886
1905,959712,71897
1906,959898,71900
1907,960848,71913
1908,961072,71937
1909,961212,71943
1910,961667,71960
1911,961846,71962
1912,962002,71967
1913,962219,71974
1914,962891,72003
1915,963217,72017
1916,963600,72052
1917,963807,72064
1918,964151,72075
1919,964408,72082
1920,964568,72086
1921,964821,72093
1922,965038,72104
1923,965204,72106
1924,968510,72215
1925,968943,72223
1926,969153,72245
1927,969348,72248
1928,969530,72253
1929,969826,72259
1930,969979,72259
1931,970180,72261
1932,970314,72263
1933,971784,72336
1934,972015,72344
1935,972301,72349
1936,972501,72362
1937,973155,72467
1938,973398,72469
1939,974179,72502
1940,974508,72520
1941,974695,72528
1942,974846,72531
1943,975064,72537
1944,975193,72540
1945,975315,72541
1946,975715,72569
1947,975974,72574
1948,976558,72599
1949,976847,72670
1950,977178,72824
1951,977603,72849
1952,978065,72862
1953,978338,72880
1954,978696,72891
1955,978878,72891
1956,979120,72898
1957,979265,72898
1958,979674,72908
1959,979792,72908
1960,980398,72925
1961,980686,72933
1962,980871,72938
1963,981040,72946
1964,981370,72978
1965,981609,72990
1966,981898,73003
1967,982082,73011
1968,982248,73016
1969,982656,73049
1970,982783,73055
1971,982924,73059
1972,983477,73111
1973,983797,73193
1974,983936,73194
1975,984206,73208
1976,984399,73213
1977,984571,73213
1978,986024,73243
1979,986805,73265
1980,987078,73273
1981,987195,73275
1982,987340,73276
1983,987661,73287
1984,988084,73289
1985,988945,73339
1986,989657,73360
1987,989783,73361
1988,989990,73370
1989,990984,73385
1990,991151,73388
1991,991521,73399
1992,992169,73407
1993,992536,73506
1994,992740,73513
1995,992977,73525
1996,993215,73528
1997,993337,73535
1998,993454,73535
1999,993786,73554
2000,994222,73562
2001,994913,73603
2002,995027,73605
2003,995579,73609
2004,996078,73622
2005,996268,73626
2006,996534,73642
2007,996778,73651
2008,997016,73656
2009,997169,73659
2010,998177,73694
2011,998619,73715
2012,998774,73718
2013,998894,73718
2014,999195,73731
2015,999353,73737
2016,999488,73739
2017,999765,73748
2018,1000790,73896
2019,1001382,73912
2020,1001930,73928
2021,1002126,73935
2022,1002368,73940
2023,1003796,73974
2024,1004040,73976
2025,1004196,73983
2026,1005889,74055
2027,1006630,74101
2028,1007022,74119
2029,1007657,74181
2030,1008006,74199
2031,1008462,74217
2032,1009044,74222
2033,1009330,74224
2034,1010035,74238
2035,1010355,74248
2036,1010571,74252
2037,1011050,74271
2038,1011918,74284
2039,1012566,74303
2040,1012978,74310
2041,1013228,74317
2042,1013354,74318
2043,1013675,74327
2044,1013911,74335
2045,1014194,74346
2046,1014405,74351
2047,1016634,74394
2048,1016783,74396
2049,1017245,74415
2050,1017647,74423
2051,1018526,74439
2052,1018705,74441
2053,1019044,74446
2054,1019229,74448
2055,1019357,74450
2056,1019763,74466
2057,1019935,74469
2058,1021327,74613
2059,1023760,74703
2060,1024874,74753
2061,1025468,74768
2062,1025674,74772
2063,1025851,74773
2064,1026021,74775
2065,1026263,74778
2066,1026634,74788
2067,1026844,74792
2068,1027010,74794
2069,1027337,74921
2070,1027574,74930
2071,1027765,74936
2072,1030873,75021
2073,1031494,75058
2074,1031604,75059
2075,1031802,75070
2076,1032395,75091
2077,1032749,75152
2078,1033001,75179
2079,1033184,75183
2080,1034101,75229
2081,1034350,75235
2082,1034566,75242
2083,1035026,75277
2084,1035714,75306
2085,1036228,75444
2086,1037118,75488
2087,1037362,75501
2088,1037603,75525
2089,1037759,75530
2090,1037932,75534
2091,1038045,75542
2092,1038752,75585
2093,1039631,75629
2094,1040077,75635
2095,1041200,75688
2096,1041481,75689
2097,1042230,75729
2098,1042454,75736
2099,1042582,75739
2100,1042921,75751
2101,1043030,75755
2102,1043859,75852
2103,1044763,75877
2104,1045215,75886
2105,1045351,75893
2106,1045521,75897
2107,1045718,75903
2108,1046584,75955
2109,1047762,76020
2110,1048010,76027
2111,1048242,76043
2112,1048664,76094
2113,1048890,76104
2114,1049150,76112
2115,1050543,76142
2116,1050720,76146
2117,1051576,76165
2118,1052160,76195
2119,1052310,76199
2120,1052841,76212
2121,1053293,76218
2122,1054674,76258
2123,1055102,76269
2124,1055425,76269
2125,1055621,76271
2126,1055921,76281
2127,1056779,76320
2128,1056914,76320
2129,1057143,76328
2130,1057628,76356
2131,1058849,76400
2132,1059084,76411
2133,1059307,76417
2134,1059523,76425
2135,1059763,76443
2136,1060011,76468
2137,1060254,76469
2138,1060386,76473
2139,1060595,76482
2140,1060715,76489
2141,1060953,76498
2142,1061158,76514
2143,1061437,76535
2144,1061821,76551
2145,1061991,76554
2146,1062139,76558
2147,1062262,76558
2148,1062517,76569
2149,1063570,76895
2150,1063894,76897
2151,1064057,76903
2152,1064403,76934
2153,1064581,76941
2154,1064807,76948
2155,1065006,76951
2156,1065416,77174
2157,1066061,77191
2158,1066422,77196
2159,1066660,77202
2160,1066877,77207
2161,1067190,77245
2162,1067449,77254
2163,1067713,77260
2164,1067943,77267
2165,1068185,77270
2166,1068578,77305
2167,1068720,77309
2168,1068917,77381
2169,1069058,77388
2170,1069183,77390
2171,1069457,77393
2172,1069991,77400
2173,1070233,77414
2174,1070452,77426
2175,1070662,77441
2176,1070861,77446
2177,1071001,77447
2178,1071228,77447
2179,1071473,77452
2180,1071704,77454
2181,1072145,77469
2182,1072834,77520
2183,1073009,77523
2184,1073170,77523
2185,1073611,77532
2186,1073744,77532
2187,1075294,77555
2188,1075663,77568
2189,1076120,77596
2190,1076471,77644
2191,1076762,77651
2192,1076943,77652
2193,1079684,77750
2194,1080155,77772
2195,1080832,77802
2196,1081003,77807
2197,1081899,77826
2198,1082368,77838
2199,1082570,77848
2200,1083047,77874
2201,1083473,77892
2202,1084204,77943
2203,1084492,77952
2204,1084998,77995
2205,1085567,78022
2206,1085698,78025
2207,1085928,78031
2208,1086456,78043
2209,1086644,78048
2210,1087822,78085
2211,1088006,78092
2212,1088440,78121
2213,1088790,78123
2214,1089008,78187
2215,1089813,78235
2216,1089998,78237
2217,1090329,78253
2218,1090730,78263
2219,1091197,78277
2220,1092333,78397
2221,1092820,78403
2222,1093504,78428
2223,1094161,78471
2224,1094448,78496
2225,1094692,78510
2226,1095385,78541
2227,1095591,78556
2228,1095787,78562
2229,1096206,78574
2230,1096426,78588
2231,1096710,78609
2232,1097725,78674
2233,1098132,78684
2234,1098366,78687
2235,1098488,78689
2236,1099885,78744
2237,1100136,78751
2238,1100373,78760
2239,1101543,78819
2240,1103046,78859
2241,1103293,78867
2242,1103480,78871
2243,1104754,78958
2244,1104879,78961
2245,1105097,78972
2246,1105551,79003
2247,1105668,79005
2248,1106068,79014
2249,1106221,79019
2250,1106884,79068
2251,1107012,79079
2252,1107490,79125
2253,1107690,79132
2254,1107812,79133
2255,1107958,79142
2256,1109146,79234
2257,1109348,79242
2258,1109902,79256
2259,1110074,79259
2260,1110269,79269
2261,1110453,79275
2262,1110613,79283
2263,1111088,79290
2264,1111471,79302
2265,1111726,79304
2266,1112539,79329
2267,1112690,79333
2268,1113004,79340
2269,1113328,79368
2270,1113607,79405
2271,1113980,79419
2272,1114118,79423
2273,1114285,79441
2274,1115633,79494
2275,1116649,79594
2276,1116989,79611
2277,1117335,79631
2278,1118457,79678
2279,1118689,79690
2280,1121289,79792
2281,1122098,79848
2282,1122292,79852
2283,1122702,79865
2284,1122879,79867
2285,1123117,79878
2286,1123432,79888
2287,1123791,79895
2288,1124214,79900
2289,1124596,79907
2290,1124747,79910
2291,1126147,79944
2292,1127319,79968
2293,1127782,79982
2294,1129922,80051
2295,1130302,80067
2296,1130480,80070
2297,1131083,80113
2298,1131369,80122
2299,1131643,80131
2300,1131787,80135
2301,1131925,80137
2302,1132368,80145
2303,1133268,80182
2304,1133701,80192
2305,1133945,80204
2306,1134128,80205
2307,1134280,80210
2308,1134924,80257
2309,1137571,80335
2310,1138012,80352
2311,1138573,80362
2312,1138968,80375
2313,1139181,80386
2314,1139531,80398
2315,1139817,80403
2316,1140354,80419
2317,1142304,80469
2318,1143105,80491
2319,1143754,80500
2320,1144117,80507
2321,1144278,80513
2322,1144528,80522
2323,1144648,80525
2324,1145270,80596
2325,1145658,80621
2326,1146337,80637
2327,1147115,80652
2328,1147555,80668
2329,1147708,80678
2330,1147907,80680
2331,1148055,80685
2332,1148404,80689
2333,1148943,80703
2334,1149137,80709
2335,1149899,80724
2336,1150258,80731
2337,1150747,80742
2338,1152338,80811
2339,1152965,80830
2340,1153096,80831
2341,1156724,80959
2342,1157481,81008
2343,1159351,81069
2344,1159594,81071
2345,1159775,81073
2346,1160110,81080
2347,1160269,81084
2348,1160597,81100
2349,1161060,81156
2350,1161177,81157
2351,1161492,81173
2352,1161795,81182
2353,1162642,81223
2354,1162956,81249
2355,1164192,81358
2356,1164362,81376
2357,1164590,81381
2358,1164905,81388
2359,1166860,81877
2360,1167116,81883
2361,1167260,81893
2362,1167509,81905
2363,1167764,81916
2364,1168462,81945
2365,1168762,81964
2366,1169518,81983
2367,1170085,82056
2368,1170269,82056
2369,1170410,82065
2370,1170865,82080
2371,1171127,82116
2372,1171448,82130
2373,1171723,82138
2374,1171952,82146
2375,1172081,82146
2376,1172308,82164
2377,1172540,82208
2378,1172722,82212
2379,1173040,82226
2380,1176431,82439
2381,1178032,82511
2382,1181032,82588
2383,1182682,82632
2384,1185215,82743
2385,1186192,82883
2386,1186873,83008
2387,1187228,83048
2388,1187715,83064
2389,1188752,83078
2390,1188988,83079
2391,1189313,83089
2392,1189582,83093
2393,1190135,83110
2394,1190563,83119
2395,1190862,83131
2396,1191043,83132
2397,1191570,83166
2398,1191891,83171
2399,1192166,83173
2400,1192315,83176
2401,1192956,83216
2402,1193675,83246
2403,1193902,83263
2404,1194206,83269
2405,1194464,83359
2406,1195112,83378
2407,1195372,83382
2408,1195670,83395
2409,1195813,83395
2410,1195912,83395
2411,1196126,83413
2412,1196776,83440
2413,1197120,83449
2414,1197295,83452
2415,1197516,83476
2416,1197838,83486
2417,1198286,83493
2418,1198424,83498
2419,1198576,83503
2420,1200249,83537
2421,1202799,83629
2422,1204836,83693
2423,1205069,83696
2424,1205301,83723
2425,1205749,83740
2426,1206238,83753
2427,1207331,83818
2428,1208048,83828
2429,1208685,83842
2430,1208877,83845
2431,1209330,83852
2432,1209627,84026
2433,1209788,84028
2434,1210745,84047
2435,1210972,84049
2436,1211234,84063
2437,1211405,84074
2438,1211681,84090
2439,1211914,84142
2440,1212276,84190
2441,1212619,84210
2442,1213220,84228
2443,1213849,84258
2444,1214332,84277
2445,1214554,84318
2446,1214675,84323
2447,1215116,84340
2448,1215355,84356
2449,1216111,84366
2450,1216621,84428
2451,1216842,84439
2452,1217033,84439
2453,1217546,84451
2454,1217789,84464
2455,1218391,84493
2456,1218548,84497
2457,1218705,84504
2458,1219250,84511
2459,1219733,84527
2460,1220580,84544
2461,1220905,84548
2462,1221772,84561
2463,1221893,84563
2464,1222088,84589
2465,1222309,84595
2466,1222569,84605
2467,1223609,84857
2468,1224966,84905
2469,1225433,84916
2470,1225695,84926
2471,1226059,84945
2472,1226347,84950
2473,1226926,84966
2474,1227101,84969
2475,1227554,84982
2476,1228131,85007
2477,1228364,85010
2478,1228627,85021
2479,1228789,85025
2480,1229145,85037
2481,1229332,85039
2482,1229683,85050
2483,1229848,85051
2484,1230397,85073
2485,1230927,85110
2486,1231199,85113
2487,1236614,85261
2488,1236752,85264
2489,1236861,85266
2490,1237592,85292
2491,1237812,85295
2492,1237970,85299
2493,1238253,85302
2494,1238432,85305
2495,1238971,85504
2496,1239604,85519
2497,1239766,85521
2498,1239980,85531
2499,1240309,85540
2500,1240833,85554
2501,1244476,85687
2502,1244590,85688
2503,1245249,85720
2504,1245555,85732
2505,1245850,85738
2506,1246049,85744
2507,1246490,85756
2508,1246669,85760
2509,1246826,85762
2510,1247778,85806
2511,1247975,85808
2512,1248260,85851
2513,1248392,85851
2514,1249441,85907
2515,1249652,85917
2516,1249909,85927
2517,1250562,85964
2518,1251129,85982
2519,1254367,86096
2520,1254715,86112
2521,1258055,86263
2522,1258588,86269
2523,1258870,86285
2524,1259008,86288
2525,1259319,86306
2526,1259529,86312
2527,1259737,86330
2528,1259957,86334
2529,1260265,86344
2530,1260418,86346
2531,1260591,86349
2532,1260782,86355
2533,1260965,86360
2534,1261160,86365
2535,1261897,86414
2536,1262111,86421
2537,1262499,86429
2538,1263016,86434
2539,1263261,86434
2540,1263485,86461
2541,1263629,86462
2542,1263859,86473
2543,1264614,86503
2544,1265001,86518
2545,1266892,86565
2546,1267068,86569
2547,1267554,86575
2548,1267770,86579
2549,1267901,86580
2550,1269122,86602
2551,1270239,86684
2552,1270436,86697
2553,1270635,86703
2554,1272442,86741
2555,1272698,86750
2556,1273309,86772
2557,1273459,86774
2558,1273763,86800
2559,1274040,86808
2560,1275142,86849
2561,1275601,86858
2562,1275734,86861
2563,1276151,86886
2564,1276473,86893
2565,1277718,86977
2566,1278030,86989
2567,1278268,87023
2568,1279131,87212
2569,1279369,87221
2570,1279865,87236
2571,1280639,87375
2572,1285836,87591
2573,1285954,87592
2574,1286202,87618
2575,1286393,87619
2576,1286651,87622
2577,1287139,87635
2578,1287662,87660
2579,1287839,87665
2580,1288249,87691
2581,1288488,87697
2582,1288607,87698
2583,1288837,87709
2584,1288995,87711
2585,1289510,87729
2586,1289781,87733
2587,1289941,87733
2588,1290513,87749
2589,1290654,87753
2590,1290820,87758
2591,1291866,87800
2592,1291989,87801
2593,1292472,87810
2594,1293898,87874
2595,1294038,87877
2596,1295863,87932
2597,1296054,87932
2598,1297070,87959
2599,1297295,87963
2600,1297506,87970
2601,1297645,87971
2602,1298534,88086
2603,1298714,88094
2604,1298874,88099
2605,1299069,88113
2606,1299350,88116
2607,1300930,88202
2608,1301071,88203
2609,1301554,88217
2610,1301900,88225
2611,1302119,88237
2612,1302296,88240
2613,1302827,88314
2614,1303254,88319
2615,1303438,88320
2616,1303732,88331
2617,1303925,88335
2618,1304661,88351
2619,1305756,88362
2620,1306128,88366
2621,1306861,88370
2622,1307039,88373
2623,1307286,88379
2624,1307790,88409
2625,1307997,88411
2626,1308147,88415
2627,1309069,88460
2628,1309726,88484
2629,1310012,88497
2630,1310367,88506
2631,1310610,88531
2632,1310850,88547
2633,1311195,88550
2634,1311481,88553
2635,1311686,88562
2636,1312360,88580
2637,1312833,88586
2638,1313029,88592
2639,1313352,88595
2640,1313611,88599
2641,1313779,88604
2642,1314447,88607
2643,1315237,88632
2644,1315638,88643
2645,1316246,88660
2646,1316480,88663
2647,1316881,88684
2648,1317118,88689
2649,1317339,88691
2650,1320170,88788
2651,1320734,88795
2652,1321213,88803
2653,1321366,88803
2654,1322644,88820
2655,1323097,88825
2656,1323223,88826
2657,1323788,88851
2658,1323950,88856
2659,1324233,88860
2660,1325424,88912
2661,1325682,88941
2662,1326332,88965
2663,1326810,88984
2664,1326964,88987
2665,1327090,88988
2666,1327351,88994
2667,1327921,89044
2668,1329223,89122
2669,1330665,89145
2670,1330872,89148
2671,1331258,89170
2672,1331491,89177
2673,1331759,89179
2674,1332244,89191
2675,1333375,89214
2676,1333620,89216
2677,1333818,89222
2678,1334015,89231
2679,1335647,89357
2680,1335988,89366
2681,1336221,89408
2682,1336359,89414
2683,1336613,89419
2684,1337227,89446
2685,1337849,89460
2686,1340036,89525
2687,1340448,89530
2688,1340715,89548
2689,1341952,89596
2690,1342094,89596
2691,1342292,89598
2692,1342494,89598
2693,1342935,89608
2694,1344189,89632
2695,1344507,89638
2696,1344653,89639
2697,1344872,89663
2698,1345946,89721
2699,1346466,89729
2700,1346741,89729
2701,1346889,89733
2702,1347021,89733
2703,1347561,89759
2704,1347962,89782
2705,1348505,89813
2706,1348668,89813
2707,1348951,89845
2708,1349374,89853
2709,1352513,89919
2710,1354351,89981
2711,1354673,89995
2712,1354936,89996
2713,1355553,90030
2714,1355812,90034
2715,1357146,90065
2716,1357442,90074
2717,1357773,90075
2718,1358848,90083
2719,1359057,90085
2720,1359268,90091
2721,1359413,90095
2722,1359930,90118
2723,1360206,90124
2724,1361465,90153
2725,1361742,90158
2726,1362101,90187
2727,1362344,90192
2728,1362575,90199
2729,1362890,90222
2730,1363095,90225
2731,1363280,90228
2732,1363457,90231
2733,1363798,90237
2734,1363984,90237
2735,1364161,90239
2736,1364576,90246
2737,1365331,90260
2738,1365655,90271
2739,1366190,90384
2740,1366450,90390
2741,1366768,90403
2742,1367061,90414
2743,1367277,90415
2744,1368054,90424
2745,1368269,90426
2746,1368444,90429
2747,1368861,90446
2748,1369048,90448
2749,1369393,90458
2750,1369579,90464
2751,1369998,90503
2752,1370174,90504
2753,1370499,90506
2754,1370676,90508
2755,1370933,90510
2756,1371221,90524
2757,1371400,90526
2758,1371712,90537
2759,1371864,90538
2760,1372288,90543
2761,1372552,90545
2762,1373315,90579
2763,1373786,90591
2764,1374242,90607
2765,1374718,90621
2766,1375725,90629
2767,1376802,90672
2768,1377222,90684
2769,1377461,90687
2770,1377866,90695
2771,1378112,90701
2772,1378741,90708
2773,1378943,90711
2774,1379185,90713
2775,1379656,90741
2776,1380911,90803
2777,1381150,90809
2778,1381494,90814
2779,1381644,90814
2780,1382142,90828
2781,1383471,90870
2782,1384130,90893
2783,1384397,90908
2784,1384720,90919
2785,1384885,90922
2786,1387159,90970
2787,1388011,91013
2788,1388162,91015
2789,1388612,91025
2790,1388963,91030
2791,1389281,91036
2792,1389465,91038
2793,1393182,91108
2794,1393428,91112
2795,1393693,91115
2796,1393980,91121
2797,1394859,91125
2798,1395093,91126
2799,1395415,91131
2800,1395589,91131
2801,1395878,91163
2802,1396162,91196
2803,1397268,91231
2804,1397386,91232
2805,1397824,91244
2806,1398270,91348
2807,1398607,91364
2808,1398833,91372
2809,1399208,91374
2810,1399854,91388
2811,1400081,91394
2812,1400372,91400
2813,1400578,91407
2814,1400934,91426
2815,1401087,91429
2816,1401240,91429
2817,1401480,91438
2818,1401649,91442
2819,1401795,91445
2820,1402195,91487
2821,1403106,91512
2822,1403385,91515
2823,1403650,91521
2824,1403836,91522
2825,1406135,91677
2826,1406538,91704
2827,1406655,91705
2828,1407343,91784
2829,1407919,91807
2830,1408717,91972
2831,1408879,91972
2832,1409360,91986
2833,1409657,91994
2834,1409832,91997
2835,1410018,92003
2836,1410773,92025
2837,1411487,92054
2838,1411732,92062
2839,1411965,92072
2840,1412525,92087
2841,1412775,92093
2842,1413084,92103
2843,1413978,92130
2844,1418068,92202
2845,1418241,92203
2846,1418593,92209
2847,1418809,92211
2848,1419021,92216
2849,1419170,92220
2850,1420757,92251
2851,1421244,92257
2852,1421912,92274
2853,1422176,92287
2854,1423470,92345
2855,1423726,92354
2856,1423893,92362
2857,1424126,92366
2858,1424293,92369
2859,1424569,92376
2860,1424706,92378
2861,1424897,92381
2862,1425259,92450
2863,1425640,92494
2864,1425774,92495
2865,1425955,92499
2866,1426175,92505
2867,1426319,92505
2868,1426479,92508
2869,1428107,92550
2870,1428263,92555
2871,1428698,92562
2872,1428870,92568
2873,1429075,92631
2874,1429326,92638
2875,1431987,92740
2876,1432534,92784
2877,1433119,92837
2878,1433729,92852
2879,1434119,92907
2880,1438024,93078
2881,1438183,93086
2882,1438451,93094
2883,1438720,93141
2884,1438984,93226
2885,1439211,93229
2886,1439764,93275
2887,1439915,93279
2888,1440191,93296
2889,1440485,93321
2890,1440913,93330
2891,1441339,93354
2892,1441511,93366
2893,1441688,93369
2894,1442797,93397
2895,1443499,93430
2896,1443740,93435
2897,1444103,93441
2898,1444333,93447
2899,1446262,93540
2900,1446559,93569
2901,1447370,93594
2902,1447703,93600
2903,1448086,93622
2904,1448215,93627
2905,1448370,93631
2906,1449778,93666
2907,1450011,93689
2908,1450327,93694
2909,1450905,93713
2910,1451031,93713
2911,1451175,93715
2912,1452036,93739
2913,1452223,93754
2914,1452628,93777
2915,1452826,93783
2916,1453010,93787
2917,1453356,93821
2918,1453660,93859
2919,1454308,93921
2920,1454530,93939
2921,1454763,93945
2922,1455105,93995
2923,1455302,93998
2924,1455417,94002
2925,1455928,94036
2926,1456237,94059
2927,1456433,94062
2928,1456707,94067
2929,1457109,94084
2930,1457327,94085
2931,1457563,94097
2932,1457856,94103
2933,1458013,94105
2934,1458341,94110
2935,1458673,94114
2936,1459021,94115
2937,1459332,94134
2938,1459602,94173
2939,1459834,94177
2940,1460109,94182
2941,1460350,94189
2942,1460541,94193
2943,1460856,94211
2944,1461240,94329
2945,1461661,94378
2946,1461845,94378
2947,1462778,94399
2948,1463203,94417
2949,1464152,94444
2950,1466384,94490
2951,1466704,94499
2952,1467329,94536
2953,1467914,94589
2954,1468139,94597
2955,1468265,94603
2956,1468684,94629
2957,1469321,94653
2958,1469691,94667
2959,1471712,94807
2960,1471942,94816
2961,1472130,94817
2962,1472363,94827
2963,1472657,94856
2964,1473681,94867
2965,1473811,94867
2966,1474944,94898
2967,1475178,94903
2968,1475594,94970
2969,1475850,94982
2970,1476002,94983
2971,1476269,94983
2972,1478519,95061
2973,1479332,95078
2974,1479466,95081
2975,1479611,95094
2976,1480076,95105
2977,1480220,95105
2978,1480486,95111
2979,1480816,95121
2980,1481336,95140
2981,1481596,95153
2982,1481898,95162
2983,1482185,95168
2984,1482354,95182
2985,1482592,95202
2986,1482818,95240
2987,1484276,95329
2988,1484425,95332
2989,1484707,95339
2990,1484818,95342
2991,1485163,95356
2992,1485433,95375
2993,1485586,95380
2994,1486244,95395
2995,1486603,95405
2996,1487185,95412
2997,1487418,95420
2998,1487543,95422
2999,1487742,95429
3000,1487885,95432
3001,1488083,95456
3002,1488267,95459
3003,1488587,95470
3004,1489068,95481
3005,1489702,95504
3006,1489897,95504
3007,1490372,95532
3008,1490542,95535
3009,1490672,95536
3010,1490858,95550
3011,1491529,95587
3012,1491782,95604
3013,1491905,95606
3014,1492090,95618
3015,1492292,95643
3016,1492471,95658
3017,1493071,95727
3018,1493406,95737
3019,1493664,95744
3020,1493824,95788
3021,1493960,95790
3022,1494368,95830
3023,1494726,95833
3024,1494952,95880
3025,1495764,95910
3026,1495957,95943
3027,1496551,95956
3028,1497293,96003
3029,1497495,96005
3030,1497632,96017
3031,1498041,96083
3032,1498191,96090
3033,1498446,96096
3034,1498640,96100
3035,1500038,96167
3036,1500479,96174
3037,1500994,96191
3038,1501112,96192
3039,1501353,96200
3040,1501603,96239
3041,1501862,96241
3042,1502745,96366
3043,1502959,96369
3044,1503106,96374
3045,1503383,96385
3046,1503504,96386
3047,1503963,96398
3048,1504402,96413
3049,1504572,96419
3050,1504886,96430
3051,1505211,96437
3052,1505361,96438
3053,1505609,96450
3054,1505811,96457
3055,1506191,96524
3056,1506462,96541
3057,1507203,96579
3058,1508012,96593
3059,1508510,96601
3060,1508766,96604
3061,1509061,96698
3062,1509342,96714
3063,1509528,96717
3064,1509814,96736
3065,1510433,96750
