doc_number,corpus_size,vocab_count
3066,1512873,96794
3067,1513377,96805
3068,1514031,96816
3069,1514535,96825
3070,1514691,96830
3071,1515006,96837
3072,1515183,96838
3073,1515464,96954
3074,1515740,96965
3075,1516200,96979
3076,1516984,97010
3077,1517221,97080
3078,1518057,97085
3079,1518612,97107
3080,1519255,97122
3081,1519598,97129
3082,1520422,97153
3083,1521207,97169
3084,1521489,97179
3085,1521921,97179
3086,1522141,97188
3087,1524185,97255
3088,1524358,97263
3089,1524612,97269
3090,1525058,97302
3091,1525213,97306
3092,1526065,97329
3093,1527091,97469
3094,1527605,97479
3095,1527878,97484
3096,1530302,97591
3097,1530509,97595
3098,1531035,97611
3099,1531500,97626
3100,1531776,97633
3101,1532135,97643
3102,1532370,97648
3103,1532866,97679
3104,1534017,97720
3105,1534244,97722
3106,1534622,97729
3107,1534871,97785
3108,1535036,97790
3109,1535404,97795
3110,1535896,97846
3111,1536372,97854
3112,1536511,97858
3113,1536635,97859
3114,1536903,97865
3115,1537125,97875
3116,1537250,97875
3117,1537432,97876
3118,1541436,98067
3119,1541771,98082
3120,1541977,98087
3121,1542855,98107
3122,1543282,98111
3123,1543544,98117
3124,1545152,98139
3125,1545385,98143
3126,1545841,98150
3127,1546096,98174
3128,1546415,98187
3129,1546635,98191
3130,1547040,98204
3131,1547462,98222
3132,1547791,98253
3133,1548006,98257
3134,1548534,98308
3135,1548711,98312
3136,1549073,98341
3137,1549391,98345
3138,1549546,98346
3139,1550400,98363
3140,1551120,98396
3141,1551400,98436
3142,1551788,98459
3143,1552052,98463
3144,1552248,98464
3145,1553158,98484
3146,1553310,98490
3147,1553488,98497
3148,1553649,98500
3149,1553811,98501
3150,1554148,98516
3151,1554788,98524
3152,1555328,98568
3153,1555722,98586
3154,1555976,98597
3155,1556172,98601
3156,1557119,98628
3157,1557299,98633
3158,1557606,98641
3159,1557883,98676
3160,1558115,98678
3161,1558586,98686
3162,1559130,98723
3163,1560043,98755
3164,1560556,98762
3165,1560704,98764
3166,1560991,98866
3167,1562110,98948
3168,1562233,98950
3169,1563191,98968
3170,1563402,98973
3171,1564519,98987
3172,1564632,98988
3173,1564759,98989
3174,1565151,99003
3175,1565475,99011
3176,1565850,99017
3177,1566050,99020
3178,1566276,99027
3179,1566454,99027
3180,1566674,99033
3181,1566830,99035
3182,1567089,99042
3183,1567776,99265
3184,1569859,99315
3185,1570764,99335
3186,1571138,99342
3187,1571551,99385
3188,1572163,99399
3189,1572278,99400
3190,1572433,99402
3191,1574386,99445
3192,1574662,99452
3193,1574839,99458
3194,1575046,99461
3195,1576517,99500
3196,1576684,99500
3197,1577440,99539
3198,1577623,99541
3199,1577795,99558
3200,1578365,99582
3201,1578665,99609
3202,1579173,99675
3203,1579427,99680
3204,1580293,99845
3205,1581218,99920
3206,1581482,99927
3207,1582413,99982
3208,1582844,99990
3209,1583309,99999
3210,1583707,99999
3211,1583978,100004
3212,1584901,100028
3213,1589920,100920
3214,1590492,100949
3215,1591393,101065
3216,1593331,101127
3217,1597644,102849
3218,1602003,103487
3219,1602180,103490
3220,1603435,103534
3221,1603613,103536
3222,1603949,103541
3223,1605040,103693
3224,1605327,103694
3225,1605508,103715
3226,1607422,104516
3227,1608781,104856
3228,1609244,104873
3229,1609624,104883
3230,1610538,104917
3231,1610790,104925
3232,1611398,104958
3233,1611995,105053
3234,1612162,105060
3235,1612683,105083
3236,1616348,105206
3237,1617442,105508
3238,1617831,105516
3239,1619360,105548
3240,1619533,105550
3241,1619705,105550
3242,1619925,105550
3243,1620081,105550
3244,1620271,105551
3245,1620849,105616
3246,1621380,105635
3247,1623190,105678
3248,1624297,105745
3249,1624914,105825
3250,1625311,105875
3251,1628462,105982
3252,1628762,105993
3253,1628953,106022
3254,1632064,106233
3255,1635510,106315
3256,1636899,106578
3257,1637299,106607
3258,1639103,106761
3259,1639802,106796
3260,1640121,106815
3261,1640394,106835
3262,1640636,106910
3263,1646829,107171
3264,1647352,107233
3265,1648946,107301
3266,1652388,107397
3267,1653361,107435
3268,1654299,107488
3269,1654534,107558
3270,1657449,107628
3271,1657599,107636
3272,1657904,107669
3273,1658262,107685
3274,1659099,107774
3275,1659522,107782
3276,1659769,107807
3277,1660260,107830
3278,1660992,107855
3279,1662105,108419
3280,1662911,108430
3281,1663464,108454
3282,1663645,108463
3283,1663840,108463
3284,1664341,108696
3285,1665485,108777
3286,1666026,108786
3287,1666228,108816
3288,1667133,108945
3289,1667626,108952
3290,1667957,108967
3291,1668222,108978
3292,1668397,108985
3293,1669172,109032
3294,1669816,109068
3295,1669967,109070
3296,1670214,109081
3297,1670451,109100
3298,1670642,109107
3299,1671312,109153
3300,1682007,109450
3301,1683105,109581
3302,1683263,109606
3303,1683537,109617
3304,1687668,109751
3305,1691751,109914
3306,1692065,109922
3307,1692495,109931
3308,1693666,109983
3309,1698369,110143
3310,1699076,110293
3311,1699275,110296
3312,1699464,110305
3313,1699644,110309
3314,1701368,110346
3315,1701656,110347
3316,1701769,110348
3317,1702094,110391
3318,1702434,110412
3319,1702653,110439
3320,1702944,110450
3321,1703381,110469
3322,1705854,110557
3323,1706282,110814
3324,1707235,110862
3325,1708501,110898
3326,1708740,110907
3327,1708918,110912
3328,1709431,110933
3329,1709582,110933
3330,1709812,110938
3331,1709942,110939
3332,1710261,110952
3333,1710661,110959
3334,1711115,110968
3335,1711283,110969
3336,1711716,110979
3337,1711976,110992
3338,1712117,110993
3339,1712377,111006
3340,1712575,111006
3341,1712973,111017
3342,1713237,111023
3343,1713633,111030
3344,1714013,111047
3345,1714556,111066
3346,1714750,111086
3347,1715602,111160
3348,1715735,111164
3349,1716062,111164
3350,1716206,111167
3351,1717533,111196
3352,1717889,111208
3353,1718436,111220
3354,1721187,111271
3355,1721553,111284
3356,1721909,111291
3357,1722432,111319
3358,1722979,111358
3359,1723230,111366
3360,1723652,111380
3361,1723790,111381
3362,1724251,111386
3363,1724483,111398
3364,1724600,111399
3365,1726512,111435
3366,1726798,111439
3367,1727054,111450
3368,1727257,111454
3369,1727486,111468
3370,1727707,111474
3371,1728126,111493
3372,1728278,111496
3373,1728506,111499
3374,1728711,111504
3375,1729054,111509
3376,1729607,111515
3377,1729883,111527
3378,1730015,111529
3379,1730597,111547
3380,1731275,111571
3381,1731599,111579
3382,1731874,111590
3383,1732170,111597
3384,1733702,111638
3385,1734203,111656
3386,1734440,111697
3387,1734751,111719
3388,1735027,111744
3389,1736031,111753
3390,1736229,111754
3391,1736415,111770
3392,1736590,111771
3393,1736832,111782
3394,1738379,111806
3395,1738664,111860
3396,1738872,111870
3397,1739302,111874
3398,1739619,111882
3399,1739771,111885
3400,1741244,111928
3401,1741487,111944
3402,1741753,112044
3403,1741862,112046
3404,1742183,112052
3405,1742298,112057
3406,1742752,112082
3407,1743185,112113
3408,1743576,112126
3409,1743964,112132
3410,1744211,112141
3411,1746584,112191
3412,1747082,112195
3413,1747482,112201
3414,1748019,112209
3415,1748276,112221
3416,1751611,112323
3417,1752502,112358
3418,1752968,112360
3419,1753495,112371
3420,1753694,112377
3421,1753864,112380
3422,1754098,112382
3423,1754251,112383
3424,1754386,112383
3425,1754674,112384
3426,1754898,112393
3427,1755154,112396
3428,1755352,112406
3429,1755689,112412
3430,1756392,112445
3431,1757411,112471
3432,1757563,112471
3433,1758121,112481
3434,1758671,112497
3435,1758794,112498
3436,1759807,112536
3437,1760079,112544
3438,1760271,112568
3439,1760489,112572
3440,1760931,112599
3441,1761227,112620
3442,1761457,112626
3443,1761579,112627
3444,1761866,112637
3445,1762839,112662
3446,1762984,112664
3447,1763233,112665
3448,1763617,112682
3449,1763879,112705
3450,1764080,112707
3451,1764341,112730
3452,1765062,112740
3453,1765203,112742
3454,1765482,112792
3455,1766021,112832
3456,1767374,112955
3457,1767576,112982
3458,1767847,113000
3459,1767989,113003
3460,1768140,113006
3461,1768500,113019
3462,1768642,113021
3463,1770505,113076
3464,1771294,113175
3465,1771704,113187
3466,1773469,113222
3467,1774076,113244
3468,1774421,113247
3469,1774776,113274
3470,1775035,113398
3471,1775328,113408
3472,1776017,113759
3473,1779946,113914
3474,1780103,113916
3475,1780651,113941
3476,1781442,114055
3477,1781798,114097
3478,1782174,114109
3479,1782735,114130
3480,1782869,114130
3481,1783176,114155
3482,1783323,114157
3483,1783526,114167
3484,1784032,114185
3485,1784664,114243
3486,1784967,114251
3487,1785244,114292
3488,1786696,114325
3489,1786884,114334
3490,1787398,114374
3491,1787767,114407
3492,1788187,114415
3493,1788386,114420
3494,1788520,114423
3495,1788773,114436
3496,1789080,114438
3497,1789353,114440
3498,1789549,114440
3499,1790128,114456
3500,1793707,114576
3501,1793909,114579
3502,1794287,114584
3503,1794733,114616
3504,1796612,114667
3505,1796936,114676
3506,1797484,114739
3507,1797634,114740
3508,1798817,114779
3509,1798979,114780
3510,1799268,114797
3511,1799432,114803
3512,1799795,114866
3513,1800083,114869
3514,1801875,114908
3515,1802351,114938
3516,1802483,114938
3517,1802723,114940
3518,1805184,115008
3519,1805389,115009
3520,1805513,115011
3521,1805880,115018
3522,1806506,115044
3523,1806692,115049
3524,1806946,115053
3525,1807174,115067
3526,1807379,115083
3527,1808002,115088
3528,1808438,115096
3529,1809114,115121
3530,1809403,115124
3531,1809714,115126
3532,1813219,115191
3533,1814179,115220
3534,1814510,115240
3535,1815525,115257
3536,1815779,115259
3537,1815935,115264
3538,1816405,115273
3539,1816697,115279
3540,1817053,115282
3541,1817367,115285
3542,1818708,115387
3543,1818821,115388
3544,1819253,115406
3545,1819495,115410
3546,1819645,115412
3547,1819824,115413
3548,1820075,115417
3549,1820234,115420
3550,1820583,115475
3551,1820869,115483
3552,1821426,115500
3553,1821579,115502
3554,1822940,115527
3555,1823178,115530
3556,1823422,115532
3557,1829702,115763
3558,1830172,115767
3559,1830484,115770
3560,1830660,115772
3561,1830918,115775
3562,1831219,115782
3563,1831446,115798
3564,1831728,115823
3565,1831859,115824
3566,1832271,115832
3567,1832744,115844
3568,1832979,115847
3569,1833122,115857
3570,1833329,115860
3571,1833527,115867
3572,1833842,115905
3573,1834438,115924
3574,1836001,115962
3575,1836367,115969
3576,1836695,115981
3577,1837045,115990
3578,1837406,115994
3579,1837591,115997
3580,1837792,116001
3581,1837983,116005
3582,1838553,116015
3583,1838757,116017
3584,1839123,116031
3585,1839335,116032
3586,1839772,116037
3587,1841727,116085
3588,1842476,116100
3589,1842783,116104
3590,1843291,116109
3591,1843777,116128
3592,1844111,116146
3593,1844246,116147
3594,1847983,116246
3595,1848419,116263
3596,1848642,116277
3597,1848931,116288
3598,1849236,116291
3599,1849412,116292
3600,1849778,116307
3601,1850106,116312
3602,1850290,116322
3603,1850549,116323
3604,1850774,116330
3605,1851057,116331
3606,1851939,116350
3607,1852067,116351
3608,1852695,116387
3609,1853327,116405
3610,1853814,116411
3611,1855047,116719
3612,1855307,116733
3613,1855563,116745
3614,1855798,116751
3615,1856017,116759
3616,1857003,116804
3617,1857312,116805
3618,1857743,116805
3619,1857912,116807
3620,1858136,116811
3621,1858272,116814
3622,1858564,116833
3623,1858802,116841
3624,1859096,116853
3625,1859254,116857
3626,1859444,116859
3627,1859705,116865
3628,1859922,116909
3629,1860422,116915
3630,1861225,116925
3631,1861421,116926
3632,1862665,116956
3633,1862882,116973
3634,1863323,116980
3635,1863560,116985
3636,1863675,116989
3637,1863836,116992
3638,1863948,116999
3639,1864323,117021
3640,1864917,117037
3641,1865221,117040
3642,1866979,117046
3643,1867130,117051
3644,1868467,117101
3645,1868758,117105
3646,1869502,117123
3647,1871108,117157
3648,1871251,117157
3649,1871597,117163
3650,1871828,117169
3651,1872223,117176
3652,1872359,117176
3653,1872831,117186
3654,1873651,117198
3655,1874283,117208
3656,1874577,117218
3657,1874843,117223
3658,1875010,117226
3659,1875470,117243
3660,1875739,117247
3661,1876250,117292
3662,1876592,117300
3663,1876755,117301
3664,1878408,117340
3665,1878696,117356
3666,1879213,117411
3667,1880582,117683
3668,1880944,117698
3669,1881641,117703
3670,1883559,117748
3671,1884749,117771
3672,1884900,117775
3673,1885273,117785
3674,1886335,117824
3675,1888483,117939
3676,1888604,117940
3677,1888706,117941
3678,1888903,117944
3679,1889901,117964
3680,1890163,117966
3681,1890562,117986
3682,1890719,117988
3683,1891507,118004
3684,1891703,118009
3685,1892072,118026
3686,1892358,118037
3687,1892787,118074
3688,1893240,118087
3689,1893382,118087
3690,1893667,118087
3691,1893935,118094
3692,1894334,118109
3693,1895837,118172
3694,1896795,118188
3695,1897135,118205
3696,1897441,118219
3697,1897641,118233
3698,1897820,118234
3699,1897989,118237
3700,1898993,118267
3701,1899158,118274
3702,1899412,118294
3703,1899684,118315
3704,1899941,118319
3705,1900164,118322
3706,1900963,118384
3707,1901210,118415
3708,1902322,118431
3709,1902556,118432
3710,1902870,118462
3711,1903097,118479
3712,1903258,118484
3713,1903458,118491
3714,1903591,118494
3715,1903710,118497
3716,1903867,118498
3717,1904153,118510
3718,1904782,118535
3719,1905408,118556
3720,1905763,118562
3721,1908411,118602
3722,1908868,118620
3723,1910401,118702
3724,1910817,118758
3725,1913930,118836
3726,1914533,118836
3727,1915905,118917
3728,1916227,118924
3729,1916488,118946
3730,1916796,118961
3731,1917146,118964
3732,1918426,118980
3733,1918560,118981
3734,1918798,118984
3735,1918968,118993
3736,1919297,119006
3737,1919436,119009
3738,1919916,119012
3739,1920200,119025
3740,1920341,119027
3741,1920532,119030
3742,1920684,119032
3743,1920805,119033
3744,1921318,119041
3745,1921559,119046
3746,1922011,119083
3747,1922403,119100
3748,1922536,119102
3749,1923091,119115
3750,1923875,119146
3751,1924165,119162
3752,1924350,119165
3753,1924722,119183
3754,1925088,119188
3755,1925281,119190
3756,1925537,119197
3757,1925795,119198
3758,1926261,119207
3759,1926754,119215
3760,1927052,119219
3761,1927354,119231
3762,1927584,119238
3763,1928031,119309
3764,1928240,119316
3765,1928547,119326
3766,1928709,119332
3767,1930050,119349
3768,1930213,119349
3769,1930346,119352
3770,1930560,119357
3771,1930712,119359
3772,1930874,119371
3773,1931335,119375
3774,1931717,119387
3775,1931965,119387
3776,1932185,119405
3777,1932370,119408
3778,1932636,119419
3779,1932938,119495
3780,1933750,119508
3781,1933996,119512
3782,1934632,119552
3783,1934878,119560
3784,1935131,119567
3785,1935278,119571
3786,1935495,119573
3787,1935730,119585
3788,1935878,119589
3789,1936019,119589
3790,1936385,119597
3791,1936511,119597
3792,1937346,119612
3793,1938148,119737
3794,1938557,119758
3795,1939433,119775
3796,1939553,119776
3797,1940147,119781
3798,1940338,119784
3799,1940593,119790
3800,1940882,119805
3801,1941110,119839
3802,1941686,119856
3803,1941916,119863
3804,1942158,119870
3805,1942475,119902
3806,1943641,119922
3807,1943761,119925
3808,1943912,119928
3809,1944549,119932
3810,1944701,119937
3811,1945305,119955
3812,1945548,119958
3813,1945703,119959
3814,1945952,119971
3815,1946125,119975
3816,1946247,119983
3817,1947065,120007
3818,1947251,120016
3819,1948168,120052
3820,1948378,120058
3821,1948822,120066
3822,1949019,120067
3823,1949313,120101
3824,1949709,120109
3825,1949931,120111
3826,1950139,120126
3827,1950494,120145
3828,1950820,120170
3829,1951108,120179
3830,1951294,120185
3831,1951704,120200
3832,1952047,120211
3833,1952358,120238
3834,1952907,120248
3835,1953671,120259
3836,1955354,120354
3837,1955760,120373
3838,1956169,120388
3839,1956389,120390
3840,1956794,120411
3841,1957626,120444
3842,1958101,120458
3843,1958229,120461
3844,1958744,120475
3845,1959065,120518
3846,1960418,120539
3847,1960639,120541
3848,1961003,120542
3849,1961489,120553
3850,1962557,120565
3851,1963060,120576
3852,1963194,120576
3853,1963823,120731
3854,1965180,120746
3855,1971442,120870
3856,1971606,120875
3857,1971884,120881
3858,1972300,120883
3859,1972600,120903
3860,1972988,120917
3861,1973187,120917
3862,1973404,120921
3863,1973859,120930
3864,1974950,120975
3865,1975118,120984
3866,1975261,120985
3867,1976531,121037
3868,1976930,121045
3869,1977138,121048
3870,1977392,121087
3871,1978436,121136
3872,1978749,121150
3873,1978892,121152
3874,1979061,121155
3875,1980077,121180
3876,1981019,121188
3877,1981706,121243
3878,1982486,121269
3879,1982613,121274
3880,1982760,121285
3881,1983214,121327
3882,1983435,121333
3883,1983677,121394
3884,1984466,121416
3885,1984666,121458
3886,1984885,121481
3887,1985068,121481
3888,1985421,121484
3889,1985565,121484
3890,1986185,121554
3891,1986700,121565
3892,1986861,121567
3893,1987913,121604
3894,1988173,121604
3895,1988792,121611
3896,1989094,121613
3897,1992356,121681
3898,1992730,121687
3899,1993211,121692
3900,1993457,121696
3901,1994008,121707
3902,1994248,121716
3903,1995274,121762
3904,1995595,121774
3905,1996355,121810
3906,2005332,121889
3907,2005454,121890
3908,2005828,121897
3909,2007312,121913
3910,2007550,121913
3911,2007847,121929
3912,2008620,121937
3913,2011203,121992
3914,2011353,121992
3915,2013001,122016
3916,2013466,122021
3917,2013586,122022
3918,2013708,122028
3919,2013807,122030
3920,2014438,122036
3921,2014723,122037
3922,2015864,122060
3923,2016063,122065
3924,2016246,122070
3925,2016394,122073
3926,2016571,122080
3927,2017078,122088
3928,2017668,122098
3929,2018323,122110
3930,2018536,122141
3931,2018846,122175
3932,2019207,122200
3933,2019705,122209
3934,2021727,122312
3935,2021921,122312
3936,2032537,122523
3937,2032741,122527
3938,2033096,122532
3939,2033286,122534
3940,2033492,122538
3941,2033737,122540
3942,2034501,122560
3943,2034717,122569
3944,2035286,122580
3945,2036107,122603
3946,2036241,122607
3947,2036473,122608
3948,2036936,122638
3949,2037390,122645
3950,2037642,122675
3951,2037793,122682
3952,2038114,122683
3953,2038258,122684
3954,2039309,122708
3955,2039684,122711
3956,2040150,122721
3957,2040711,122840
3958,2040877,122844
3959,2041315,122852
3960,2041504,122856
3961,2042111,122861
3962,2042702,122902
3963,2043156,122904
3964,2043421,122906
3965,2043630,122915
3966,2044711,122989
3967,2044872,122994
3968,2044988,122994
3969,2045237,123006
3970,2045414,123012
3971,2045724,123017
3972,2046139,123027
3973,2046550,123033
3974,2047001,123079
3975,2047205,123080
3976,2047317,123081
3977,2047660,123106
3978,2047848,123110
3979,2048148,123135
3980,2048315,123142
3981,2048433,123143
3982,2048555,123144
3983,2048933,123157
3984,2050352,123176
3985,2050519,123215
3986,2050752,123221
3987,2050914,123229
3988,2051620,123279
3989,2052214,123309
3990,2052858,123331
3991,2053193,123343
3992,2053532,123415
3993,2053726,123434
3994,2053855,123437
3995,2055901,123495
3996,2056299,123502
3997,2056492,123524
3998,2056854,123529
3999,2057286,123537
4000,2057495,123546
4001,2058160,123568
4002,2058492,123579
4003,2058723,123595
4004,2058920,123608
4005,2059551,123622
4006,2059904,123639
4007,2060131,123646
4008,2060277,123651
4009,2060398,123654
4010,2061501,123679
4011,2061877,123699
4012,2063570,123775
4013,2063810,123781
4014,2064112,123791
4015,2064329,123793
4016,2066002,123830
4017,2066367,123850
4018,2066485,123851
4019,2066626,123853
4020,2066831,123859
4021,2067216,123868
4022,2067345,123871
4023,2067658,123888
4024,2067944,123892
4025,2068117,123893
4026,2068519,123901
4027,2069191,123914
4028,2069630,123936
4029,2069762,123938
4030,2070052,123939
4031,2070245,123940
4032,2070503,123941
4033,2070869,123955
4034,2071005,123959
4035,2071230,123964
4036,2071682,123969
4037,2072137,123982
4038,2072550,124003
4039,2072985,124008
4040,2073142,124012
4041,2073355,124023
4042,2073794,124029
4043,2073957,124032
4044,2074222,124038
4045,2074413,124040
4046,2075446,124078
4047,2075825,124088
4048,2076260,124094
4049,2076701,124129
4050,2076916,124138
4051,2077057,124139
4052,2077386,124160
4053,2077922,124175
4054,2078061,124183
4055,2078376,124189
4056,2079195,124210
4057,2080044,124228
4058,2080443,124242
4059,2080629,124243
4060,2080846,124248
4061,2081569,124298
4062,2081922,124305
4063,2082316,124308
4064,2082502,124309
4065,2082778,124314
4066,2082977,124316
4067,2083151,124325
4068,2083458,124328
4069,2083818,124355
4070,2084128,124360
4071,2084328,124364
4072,2084576,124366
4073,2084974,124376
4074,2085243,124391
4075,2085592,124406
4076,2085892,124502
4077,2086063,124510
4078,2086237,124513
4079,2086585,124521
4080,2086737,124523
4081,2087133,124536
4082,2087366,124542
4083,2088272,124556
4084,2088458,124559
4085,2089876,124602
4086,2090411,124615
4087,2092244,124833
4088,2092678,124847
4089,2093265,124879
4090,2094263,124900
4091,2094677,124918
4092,2095164,124925
4093,2095315,124925
4094,2095569,124931
4095,2096334,124947
4096,2096568,124949
4097,2096750,124957
4098,2097245,124965
4099,2097380,124971
4100,2098546,125005
4101,2098881,125008
4102,2101247,125061
4103,2101491,125061
4104,2101610,125064
4105,2102723,125081
4106,2102981,125093
4107,2103138,125103
4108,2103389,125108
4109,2103502,125109
4110,2103998,125130
4111,2104132,125135
4112,2104353,125136
4113,2104517,125139
4114,2104647,125139
4115,2105619,125154
4116,2105741,125155
4117,2105991,125168
4118,2106139,125172
4119,2106394,125173
4120,2106587,125178
4121,2107036,125222
4122,2107293,125226
4123,2107541,125228
4124,2108200,125242
4125,2108541,125245
4126,2109446,125263
4127,2109567,125264
4128,2109758,125270
4129,2110237,125272
4130,2110885,125284
4131,2111003,125287
4132,2111308,125291
4133,2112127,125313
4134,2112261,125316
4135,2112412,125317
4136,2112561,125318
4137,2112740,125322
4138,2113447,125368
4139,2113657,125373
4140,2113814,125375
4141,2113962,125379
4142,2114495,125399
4143,2114825,125418
4144,2115075,125425
4145,2115648,125474
4146,2115826,125490
4147,2116046,125494
4148,2116173,125495
4149,2116346,125499
4150,2117022,125508
4151,2117591,125513
4152,2117732,125519
4153,2117899,125528
4154,2118265,125534
4155,2119224,125549
4156,2121029,125570
4157,2121160,125574
4158,2121481,125617
4159,2121850,125625
4160,2122639,125637
4161,2122763,125638
4162,2122915,125638
4163,2123599,125643
4164,2124246,125660
4165,2124490,125663
4166,2124803,125667
4167,2125765,125711
4168,2126202,125715
4169,2127118,125753
4170,2127396,125763
4171,2127603,125765
4172,2127699,125769
4173,2127981,125771
4174,2128178,125773
4175,2128417,125775
4176,2128973,125788
4177,2129165,125789
4178,2129358,125790
4179,2129643,125797
4180,2130160,125807
4181,2130427,125816
4182,2131118,125826
4183,2131741,125841
4184,2131957,125849
4185,2132181,125856
4186,2132334,125859
4187,2132477,125861
4188,2132629,125864
4189,2132818,125872
4190,2133193,125889
4191,2133834,125905
4192,2135126,125929
4193,2135375,125935
4194,2135833,125936
4195,2136058,126005
4196,2136485,126020
4197,2136751,126039
4198,2137078,126044
4199,2137304,126048
4200,2137444,126052
4201,2138140,126071
4202,2138659,126139
4203,2139233,126164
4204,2141458,126209
4205,2141928,126215
4206,2143025,126229
4207,2143544,126233
4208,2144003,126249
4209,2144647,126333
4210,2144814,126335
4211,2145118,126345
4212,2145965,126416
4213,2146342,126443
4214,2146523,126444
4215,2146895,126447
4216,2147259,126449
4217,2147686,126469
4218,2147855,126472
4219,2148358,126487
4220,2148508,126492
4221,2148978,126573
4222,2149381,126578
4223,2150393,126601
4224,2150562,126605
4225,2150920,126611
4226,2151186,126613
4227,2151332,126614
4228,2151502,126619
4229,2152390,126653
4230,2152674,126657
4231,2152935,126661
4232,2153314,126670
4233,2153543,126672
4234,2154251,126679
4235,2154413,126684
4236,2154619,126703
4237,2154810,126708
4238,2154957,126715
4239,2155190,126739
4240,2155329,126741
4241,2155593,126749
4242,2156456,126762
4243,2156594,126762
4244,2156768,126763
4245,2157326,126776
4246,2158046,126791
4247,2158327,126793
4248,2158652,126805
4249,2159502,126840
4250,2159677,126841
4251,2160181,126850
4252,2160679,126858
4253,2160904,126873
4254,2161098,126875
4255,2161918,126908
4256,2162346,126914
4257,2163047,126947
4258,2163435,127066
4259,2163638,127072
4260,2163876,127081
4261,2164317,127112
4262,2165621,127130
4263,2166512,127153
4264,2166799,127236
4265,2166982,127238
4266,2167247,127248
4267,2167389,127248
4268,2167728,127283
4269,2168360,127641
4270,2170336,127689
4271,2170593,127693
4272,2170923,127712
4273,2171051,127714
4274,2171196,127718
4275,2171588,127742
4276,2171734,127745
4277,2171882,127749
4278,2174682,127803
4279,2175034,127808
4280,2175150,127810
4281,2175529,127823
4282,2175662,127824
4283,2175876,127855
4284,2176485,127860
4285,2176740,127867
4286,2177179,127876
4287,2177329,127880
4288,2177515,127884
4289,2177945,127899
4290,2178145,127911
4291,2178311,127917
4292,2178540,127921
4293,2179057,127942
4294,2179170,127944
4295,2179586,127968
4296,2180136,127969
4297,2180282,127970
4298,2181925,128015
4299,2183118,128059
4300,2183346,128067
4301,2183591,128075
4302,2183853,128079
4303,2184012,128083
4304,2184151,128086
4305,2184348,128090
4306,2184628,128093
4307,2184861,128100
4308,2185025,128102
4309,2185695,128124
4310,2186907,128162
4311,2187989,128179
4312,2188273,128222
4313,2188983,128324
4314,2189310,128336
4315,2189582,128337
4316,2190391,128453
4317,2192661,128568
4318,2193370,128591
4319,2193711,128597
4320,2194421,128659
4321,2194546,128660
4322,2194865,128661
4323,2196152,128751
4324,2196287,128752
4325,2196488,128759
4326,2196875,128765
4327,2197021,128767
4328,2197883,128797
4329,2199203,128834
4330,2203898,128965
4331,2204668,128991
4332,2205494,129011
4333,2206572,129052
4334,2206772,129056
4335,2206904,129058
4336,2207207,129066
4337,2207774,129090
4338,2208033,129094
4339,2208281,129098
4340,2208564,129131
4341,2208842,129144
4342,2209006,129146
4343,2209133,129149
4344,2209254,129149
4345,2209676,129239
4346,2209984,129248
4347,2210219,129257
4348,2210665,129278
4349,2210792,129280
4350,2211396,129293
4351,2211724,129407
4352,2212083,129440
4353,2212193,129443
4354,2212389,129450
4355,2212535,129453
4356,2212792,129456
4357,2213139,129469
4358,2213497,129477
4359,2213983,129510
4360,2216000,129668
4361,2216379,129722
4362,2216570,129729
4363,2216832,129743
4364,2217000,129748
4365,2217543,129764
4366,2218259,129771
4367,2219465,129800
4368,2219920,129806
4369,2221196,129829
4370,2221331,129830
4371,2221734,129864
4372,2226230,129926
4373,2226536,129930
4374,2226881,129949
4375,2228427,129982
4376,2228764,130026
4377,2230178,130050
4378,2230672,130052
4379,2231032,130058
4380,2231280,130063
4381,2231517,130070
4382,2231657,130074
4383,2232459,130089
4384,2232578,130090
4385,2232775,130093
4386,2232896,130094
4387,2233684,130110
4388,2234157,130177
4389,2234469,130201
4390,2234739,130204
4391,2234888,130207
4392,2235158,130213
4393,2235373,130214
4394,2235485,130217
4395,2236290,130243
4396,2236417,130248
4397,2236623,130254
4398,2236829,130263
4399,2238064,130357
4400,2238584,130371
4401,2238767,130372
4402,2239088,130374
4403,2239528,130442
4404,2239832,130507
4405,2240340,130523
4406,2240470,130524
4407,2240706,130528
4408,2240876,130534
4409,2241154,130541
4410,2241323,130557
4411,2242105,130580
4412,2242345,130581
4413,2242543,130585
4414,2243210,130602
4415,2243728,130717
4416,2243918,130719
4417,2244373,130750
4418,2244578,130757
4419,2245377,130777
4420,2245586,130782
4421,2245719,130792
4422,2245985,130798
4423,2246657,130817
4424,2246829,130819
4425,2246930,130829
4426,2247038,130837
4427,2247226,130842
4428,2247343,130844
4429,2247591,130852
4430,2247713,130853
4431,2250738,130920
4432,2250849,130923
4433,2251223,130932
4434,2251428,130934
4435,2252119,130949
4436,2252467,131028
4437,2252831,131055
4438,2253231,131068
4439,2253478,131070
4440,2253831,131091
4441,2255153,131133
4442,2255896,131191
4443,2256126,131196
4444,2257785,131273
4445,2257981,131277
4446,2258910,131295
4447,2259088,131296
4448,2259283,131315
4449,2259745,131317
4450,2259918,131323
4451,2260168,131359
4452,2260973,131379
4453,2261171,131383
4454,2262455,131425
4455,2262614,131437
4456,2263337,131453
4457,2263901,131469
4458,2264096,131472
4459,2264870,131513
4460,2265204,131532
4461,2265430,131537
4462,2266370,131552
4463,2266536,131554
