doc_number,corpus_size,vocab_count
1659,825350,63612
1660,825469,63617
1661,826271,63641
1662,826411,63647
1663,826648,63652
1664,826896,63657
1665,827256,63665
1666,827750,63673
1667,829164,63731
1668,829501,63785
1669,831047,63835
1670,831392,63864
1671,831698,63872
1672,836194,63973
1673,836597,64021
1674,836732,64022
1675,838008,64060
1676,838463,64071
1677,839669,64108
1678,840385,64121
1679,840928,64146
1680,841096,64152
1681,841358,64168
1682,841549,64181
1683,841928,64241
1684,843945,64470
1685,844431,64509
1686,844789,64519
1687,845136,64539
1688,845393,64544
1689,845539,64549
1690,845735,64557
1691,845845,64561
1692,846204,64602
1693,846532,64719
1694,847136,64739
1695,847263,64740
1696,847709,64775
1697,847944,64784
1698,848252,64794
1699,848674,64895
1700,848795,64895
1701,848922,64898
1702,849086,64902
1703,849364,64924
1704,849647,64969
1705,849895,64975
1706,850154,64980
1707,850721,65020
1708,851024,65031
1709,851156,65034
1710,851356,65042
1711,852434,65102
1712,853260,65130
1713,854030,65174
1714,858725,65418
1715,860045,65466
1716,860907,65472
1717,861053,65474
1718,861440,65488
1719,861641,65498
1720,861776,65501
1721,863063,65546
1722,863382,65548
1723,863507,65550
1724,864217,65624
1725,864558,65735
1726,865267,65782
1727,867537,65939
1728,868346,66083
1729,868618,66090
1730,868945,66102
1731,869655,66216
1732,869939,66264
1733,871021,66290
1734,872233,66340
1735,872903,66374
1736,873067,66380
1737,873300,66393
1738,873580,66398
1739,873777,66404
1740,873916,66407
1741,874075,66412
1742,874337,66418
1743,874582,66436
1744,874810,66448
1745,876003,66514
1746,877646,66582
1747,877792,66585
1748,878342,66599
1749,878758,66626
1750,878871,66629
1751,879388,66656
1752,879617,66665
1753,879783,66671
1754,879983,66687
1755,880413,66708
1756,880599,66713
1757,880749,66720
1758,881188,66739
1759,881443,66748
1760,882052,66760
1761,882266,66793
1762,882399,66794
1763,882778,66810
1764,882894,66812
1765,883246,66821
1766,886046,66903
1767,886194,66909
1768,886340,66914
1769,886732,66956
1770,886877,66961
1771,887005,66962
1772,887335,66991
1773,887592,67012
1774,889568,67078
1775,890200,67448
1776,890539,67488
1777,890681,67489
1778,890946,67506
1779,891129,67517
1780,891416,67605
1781,892307,67639
1782,893611,67677
1783,894052,67712
1784,894290,67722
1785,894493,67729
1786,894881,67855
1787,895582,67911
1788,896010,67919
1789,896830,67955
1790,897024,67959
1791,897249,67972
1792,897747,67987
1793,898251,68003
1794,898426,68005
1795,899276,68057
1796,899601,68071
1797,899882,68075
1798,900602,68094
1799,901160,68118
1800,901334,68119
1801,901472,68121
1802,902335,68143
1803,902599,68153
1804,902738,68160
1805,902971,68192
1806,903118,68199
1807,903309,68206
1808,903515,68231
1809,903677,68238
1810,904385,68251
1811,904614,68254
1812,904993,68268
1813,905254,68276
1814,905538,68283
1815,906426,68333
1816,906596,68341
1817,906742,68342
1818,907008,68346
1819,907366,68356
1820,907535,68360
1821,908547,68399
1822,908950,68406
1823,909420,68488
1824,909570,68493
1825,910073,68508
1826,910242,68516
1827,910669,68541
1828,911033,68545
1829,911405,68553
1830,911586,68556
1831,911963,68589
1832,912810,68679
1833,913114,68693
1834,913281,68697
1835,913925,68796
1836,914384,68819
1837,914903,68829
1838,916000,68849
1839,916470,68866
1840,918695,68934
1841,919269,68960
1842,919788,69040
1843,920484,69064
1844,920624,69068
1845,920850,69071
1846,921177,69089
1847,921443,69115
1848,921870,69135
1849,922095,69210
1850,922553,69211
1851,922802,69217
1852,924094,69263
1853,924735,69288
1854,925110,69310
1855,925299,69325
1856,925451,69330
1857,925594,69332
1858,925747,69335
1859,925971,69344
1860,926187,69354
1861,926810,69381
1862,927501,69396
1863,927768,69409
1864,928285,69425
1865,928570,69436
1866,928763,69437
1867,928955,69443
1868,929511,69461
1869,929750,69464
1870,929947,69467
1871,930229,69471
1872,930325,69474
1873,930532,69479
1874,930810,69493
1875,931726,69543
1876,932163,69549
1877,933125,69611
1878,933438,69621
1879,933682,69625
1880,934329,69648
1881,935013,69657
1882,935165,69657
1883,935289,69659
1884,936078,69685
1885,936447,69698
1886,936768,69750
1887,936899,69754
1888,938704,69837
1889,939663,69859
1890,940029,69876
1891,940196,69887
1892,940337,69895
1893,940906,69905
1894,941582,69925
1895,941755,69929
1896,941882,69930
1897,942102,69939
1898,942280,69955
1899,942853,70000
1900,943103,70010
1901,943433,70027
1902,943966,70059
1903,944114,70062
1904,944271,70067
1905,944481,70076
1906,945188,70141
1907,945367,70147
1908,945516,70148
1909,945667,70150
1910,945801,70153
1911,946620,70185
1912,946925,70191
1913,947043,70196
1914,947691,70215
1915,948170,70216
1916,948361,70223
1917,948482,70225
1918,949387,70252
1919,949728,70257
1920,950387,70277
1921,950635,70282
1922,950892,70288
1923,951341,70336
1924,951534,70344
1925,951789,70348
1926,951937,70352
1927,952187,70368
1928,952309,70369
1929,953281,70397
1930,953411,70398
1931,953575,70402
1932,953796,70409
1933,953930,70415
1934,954426,70672
1935,954539,70674
1936,954790,70679
1937,954947,70690
1938,955205,70703
1939,956318,70735
1940,956437,70738
1941,956681,70765
1942,959047,70848
1943,959382,70854
1944,960548,70893
1945,960683,70901
1946,961178,70922
1947,961360,70932
1948,961594,70937
1949,962359,70968
1950,962613,70977
1951,962764,70977
1952,963251,70987
1953,963665,71015
1954,964663,71057
1955,965250,71103
1956,965684,71124
1957,967517,71397
1958,968052,71419
1959,969470,71483
1960,969656,71487
1961,970562,71504
1962,970795,71511
1963,971191,71528
1964,971343,71532
1965,971691,71546
1966,971865,71552
1967,972036,71561
1968,972336,71664
1969,972685,71681
1970,972954,71702
1971,973352,71717
1972,973600,71721
1973,973800,71725
1974,974110,71729
1975,974470,71762
1976,974777,71766
1977,974951,71779
1978,975150,71781
1979,975426,71788
1980,975612,71789
1981,976006,71799
1982,976359,71801
1983,977082,71870
1984,977299,71875
1985,977485,71878
1986,977884,71900
1987,978733,71923
1988,979552,71946
1989,979867,71954
1990,980006,71962
1991,980542,71981
1992,980871,72006
1993,981012,72008
1994,981227,72021
1995,981668,72064
1996,982103,72090
1997,982482,72105
1998,983515,72170
1999,983706,72174
2000,983971,72184
2001,984134,72187
2002,984573,72199
2003,984786,72213
2004,984943,72217
2005,985378,72226
2006,985791,72250
2007,986246,72263
2008,986698,72270
2009,986923,72277
2010,987059,72283
2011,987425,72301
2012,987683,72302
2013,987876,72305
2014,988166,72308
2015,988298,72310
2016,988737,72341
2017,989409,72363
2018,989811,72377
2019,989984,72379
2020,990270,72385
2021,990583,72409
2022,990712,72415
2023,991097,72431
2024,991302,72439
2025,991443,72441
2026,991561,72443
2027,991926,72468
2028,993599,72526
2029,993816,72531
2030,994118,72547
2031,994358,72563
2032,996051,72673
2033,996427,72709
2034,997530,72746
2035,997651,72750
2036,997797,72754
2037,998024,72763
2038,998377,72781
2039,999008,72808
2040,999205,72822
2041,999436,72838
2042,999768,72848
2043,1000433,72884
2044,1000642,72900
2045,1001074,72912
2046,1001436,72925
2047,1001629,72948
2048,1002027,72959
2049,1004073,73042
2050,1004202,73046
2051,1004396,73064
2052,1004735,73151
2053,1005070,73166
2054,1005714,73194
2055,1006308,73229
2056,1007014,73287
2057,1007176,73297
2058,1007409,73306
2059,1007576,73342
2060,1008995,73369
2061,1009373,73389
2062,1009495,73390
2063,1009613,73390
2064,1009780,73399
2065,1010080,73439
2066,1010268,73442
2067,1010611,73475
2068,1010723,73480
2069,1010927,73480
2070,1011378,73531
2071,1011789,73545
2072,1012204,73561
2073,1012514,73571
2074,1012691,73581
2075,1012940,73597
2076,1013056,73597
2077,1013217,73603
2078,1014298,73703
2079,1014507,73715
2080,1014772,73719
2081,1015226,73722
2082,1015817,73772
2083,1016424,73783
2084,1016613,73789
2085,1017051,73809
2086,1017217,73815
2087,1017778,73916
2088,1018244,73931
2089,1018619,73941
2090,1019670,73964
2091,1019814,73966
2092,1020135,73969
2093,1020286,73978
2094,1020538,73980
2095,1020992,74007
2096,1021455,74050
2097,1021687,74052
2098,1021821,74057
2099,1022642,74087
2100,1023211,74108
2101,1023427,74113
2102,1024191,74138
2103,1024436,74143
2104,1024642,74147
2105,1024832,74150
2106,1025187,74153
2107,1025391,74157
2108,1036007,74446
2109,1036201,74447
2110,1038223,74581
2111,1038721,74601
2112,1039082,74627
2113,1039392,74666
2114,1039605,74701
2115,1040260,74721
2116,1040850,74734
2117,1041357,74745
2118,1041534,74758
2119,1041682,74762
2120,1041865,74768
2121,1042064,74774
2122,1043205,74802
2123,1043490,74809
2124,1044121,74831
2125,1044220,74833
2126,1044342,74841
2127,1044462,74842
2128,1044927,74847
2129,1046575,74878
2130,1046725,74880
2131,1049308,74955
2132,1050081,75017
2133,1050378,75034
2134,1050616,75037
2135,1052100,75067
2136,1052474,75079
2137,1052596,75080
2138,1061573,75215
2139,1062333,75373
2140,1062654,75386
2141,1063680,75436
2142,1063920,75445
2143,1064471,75462
2144,1064717,75469
2145,1065198,75477
2146,1065572,75483
2147,1068834,75600
2148,1069136,75605
2149,1069755,75619
2150,1070015,75621
2151,1071067,75673
2152,1071228,75675
2153,1071743,75692
2154,1072363,75767
2155,1072507,75767
2156,1072860,75772
2157,1073043,75772
2158,1073262,75799
2159,1073462,75846
2160,1074251,75863
2161,1074493,75931
2162,1074714,75937
2163,1075168,75996
2164,1075315,76004
2165,1075442,76011
2166,1076222,76044
2167,1076909,76102
2168,1077851,76136
2169,1078867,76166
2170,1079036,76168
2171,1079179,76169
2172,1079492,76185
2173,1080536,76251
2174,1080790,76296
2175,1080998,76302
2176,1081397,76313
2177,1082667,76374
2178,1082810,76375
2179,1082978,76383
2180,1084069,76443
2181,1084524,76456
2182,1084741,76461
2183,1084940,76462
2184,1085328,76476
2185,1085628,76499
2186,1086044,76503
2187,1086322,76514
2188,1086486,76520
2189,1092748,76694
2190,1094105,76722
2191,1094734,76895
2192,1094868,76898
2193,1095371,76915
2194,1096439,76932
2195,1096925,76943
2196,1097289,76946
2197,1097510,76947
2198,1098863,76968
2199,1099184,77012
2200,1099699,77033
2201,1099827,77035
2202,1100302,77049
2203,1101134,77101
2204,1101539,77126
2205,1101759,77128
2206,1102168,77148
2207,1102574,77171
2208,1104257,77285
2209,1105021,77307
2210,1105570,77324
2211,1105881,77356
2212,1106224,77371
2213,1106634,77387
2214,1106820,77394
2215,1107108,77404
2216,1107434,77433
2217,1107789,77462
2218,1107997,77479
2219,1108219,77481
2220,1108615,77487
2221,1108909,77523
2222,1109106,77529
2223,1109550,77539
2224,1109760,77546
2225,1110677,77577
2226,1110863,77586
2227,1111681,77619
2228,1111803,77626
2229,1111976,77632
2230,1112225,77650
2231,1112380,77652
2232,1112623,77656
2233,1113227,77677
2234,1113379,77686
2235,1114016,77694
2236,1114167,77699
2237,1114287,77701
2238,1115453,77726
2239,1115770,77766
2240,1116012,77770
2241,1116242,77778
2242,1116818,77806
2243,1117046,77846
2244,1117335,77865
2245,1117590,77870
2246,1117781,77874
2247,1118375,77886
2248,1118495,77887
2249,1119371,77912
2250,1119780,77934
2251,1120582,78077
2252,1121417,78101
2253,1121543,78101
2254,1121909,78107
2255,1122050,78108
2256,1122198,78110
2257,1122433,78124
2258,1122650,78128
2259,1122797,78131
2260,1123050,78143
2261,1123296,78152
2262,1123932,78200
2263,1124178,78204
2264,1124990,78219
2265,1125292,78304
2266,1125558,78316
2267,1125743,78319
2268,1125963,78337
2269,1126211,78340
2270,1126593,78356
2271,1127054,78359
2272,1127216,78373
2273,1127368,78375
2274,1127582,78384
2275,1127715,78388
2276,1127878,78390
2277,1129219,78416
2278,1129381,78423
2279,1129688,78434
2280,1129897,78444
2281,1130344,78525
2282,1130574,78534
2283,1130876,78546
2284,1131174,78554
2285,1131667,78564
2286,1132133,78575
2287,1132391,78577
2288,1132647,78583
2289,1132840,78584
2290,1133206,78591
2291,1133578,78615
2292,1133763,78619
2293,1134053,78639
2294,1134837,78678
2295,1135392,78698
2296,1135525,78700
2297,1135917,78722
2298,1136369,78763
2299,1136610,78768
2300,1137123,78779
2301,1137244,78781
2302,1137396,78784
2303,1137587,78787
2304,1137728,78789
2305,1138012,78806
2306,1138492,78808
2307,1138631,78811
2308,1138960,78829
2309,1139130,78836
2310,1139368,78847
2311,1139502,78848
2312,1140782,78868
2313,1141132,78874
2314,1141440,78896
2315,1141701,78899
2316,1142023,78907
2317,1143395,79001
2318,1143998,79002
2319,1147111,79102
2320,1147527,79134
2321,1149060,79213
2322,1149517,79236
2323,1152165,79304
2324,1152520,79313
2325,1153146,79335
2326,1153775,79355
2327,1154061,79371
2328,1154218,79402
2329,1154337,79405
2330,1154470,79408
2331,1154670,79412
2332,1154831,79417
2333,1155058,79440
2334,1155372,79477
2335,1155606,79481
2336,1156718,79506
2337,1156965,79542
2338,1157764,79605
2339,1157987,79606
2340,1158244,79611
2341,1158516,79629
2342,1158770,79649
2343,1158935,79656
2344,1159939,79682
2345,1160108,79686
2346,1160287,79688
2347,1160487,79711
2348,1160793,79732
2349,1161133,79751
2350,1162091,79773
2351,1163594,79783
2352,1163993,79797
2353,1164261,79805
2354,1164546,79807
2355,1164688,79807
2356,1165141,79830
2357,1165570,79877
2358,1165856,79888
2359,1166225,79889
2360,1166421,79897
2361,1167209,79924
2362,1167366,79927
2363,1167765,79950
2364,1168027,79954
2365,1169025,79984
2366,1169222,79987
2367,1169324,79987
2368,1169445,79989
2369,1171593,80133
2370,1172655,80175
2371,1173028,80189
2372,1173179,80192
2373,1174369,80222
2374,1176287,80277
2375,1176984,80283
2376,1177346,80300
2377,1178715,80605
2378,1179232,80664
2379,1179520,80683
2380,1181173,80730
2381,1181336,80731
2382,1181678,80740
2383,1182189,80802
2384,1182458,80809
2385,1182918,80828
2386,1183085,80831
2387,1183351,80838
2388,1183645,80848
2389,1184277,80858
2390,1185097,80875
2391,1185569,80886
2392,1185705,80887
2393,1186100,80896
2394,1186331,80901
2395,1186677,80910
2396,1186820,80912
2397,1188426,80975
2398,1189170,80998
2399,1189461,81005
2400,1190798,81069
2401,1190949,81074
2402,1192707,81087
2403,1193011,81091
2404,1193605,81105
2405,1193980,81131
2406,1194092,81140
2407,1194253,81143
2408,1194368,81146
2409,1194605,81155
2410,1195046,81166
2411,1195263,81183
2412,1196507,81219
2413,1196703,81221
2414,1197506,81236
2415,1198006,81242
2416,1198223,81287
2417,1198484,81295
2418,1198674,81299
2419,1198832,81303
2420,1199126,81312
2421,1199364,81321
2422,1199656,81345
2423,1199792,81348
2424,1200016,81353
2425,1200185,81355
2426,1200616,81355
2427,1200925,81358
2428,1201911,81406
2429,1202130,81414
2430,1202365,81417
2431,1202621,81433
2432,1202881,81452
2433,1204114,81806
2434,1204601,81820
2435,1205233,81842
2436,1205861,81891
2437,1205989,81893
2438,1206871,81919
2439,1207154,81924
2440,1207379,81931
2441,1207638,81932
2442,1207822,81940
2443,1208150,81946
2444,1208516,81963
2445,1208692,81963
2446,1208997,81970
2447,1209286,81980
2448,1209509,81992
2449,1209945,82013
2450,1213682,82130
2451,1213817,82131
2452,1214151,82153
2453,1214637,82180
2454,1215145,82191
2455,1215452,82197
2456,1216201,82215
2457,1218156,82265
2458,1218593,82272
2459,1218805,82274
2460,1219171,82294
2461,1219375,82299
2462,1219945,82313
2463,1220136,82319
2464,1220337,82323
2465,1220522,82327
2466,1220883,82333
2467,1221233,82342
2468,1221561,82359
2469,1221927,82368
2470,1223490,82425
2471,1224086,82444
2472,1224401,82502
2473,1224599,82512
2474,1224806,82518
2475,1224949,82531
2476,1225184,82537
2477,1225657,82549
2478,1226069,82560
2479,1226200,82561
2480,1226482,82585
2481,1226709,82606
2482,1227010,82619
2483,1227268,82622
2484,1227444,82624
2485,1227756,82632
2486,1228226,82640
2487,1234506,82909
2488,1234750,82913
2489,1234988,82916
2490,1236349,82939
2491,1236502,82940
2492,1237059,82959
2493,1237345,82965
2494,1237694,83021
2495,1237853,83025
2496,1238104,83030
2497,1238283,83032
2498,1238433,83034
2499,1238675,83041
2500,1239107,83062
2501,1239220,83063
2502,1240561,83171
2503,1240875,83179
2504,1241231,83182
2505,1241523,83191
2506,1241993,83204
2507,1242149,83208
2508,1242403,83211
2509,1243418,83230
2510,1243749,83257
2511,1244709,83291
2512,1248214,83360
2513,1248525,83366
2514,1248814,83372
2515,1249490,83403
2516,1249926,83414
2517,1250549,83421
2518,1250754,83441
2519,1250982,83457
2520,1251236,83460
2521,1251422,83466
2522,1252048,83469
2523,1252415,83476
2524,1252539,83479
2525,1252744,83480
2526,1255205,83560
2527,1255445,83562
2528,1255577,83562
2529,1256053,83598
2530,1257845,83634
2531,1258133,83646
2532,1258496,83712
2533,1258660,83720
2534,1258949,83731
2535,1259111,83733
2536,1260294,83778
2537,1260444,83780
2538,1260992,83850
2539,1261316,83858
2540,1263195,83917
2541,1263641,83954
2542,1264019,83961
2543,1264221,83964
2544,1267800,84093
2545,1268379,84111
2546,1268575,84112
2547,1268848,84116
2548,1269155,84118
2549,1269408,84136
2550,1269542,84141
2551,1269741,84144
2552,1270161,84161
2553,1270530,84195
2554,1271044,84236
2555,1271232,84245
2556,1272684,84281
2557,1272961,84320
2558,1273264,84332
2559,1273896,84392
2560,1274402,84420
2561,1274605,84433
2562,1274752,84435
2563,1275059,84457
2564,1275193,84458
2565,1275754,84486
2566,1276130,84499
2567,1276486,84545
2568,1277277,84660
2569,1277825,84688
2570,1277982,84692
2571,1281911,84864
2572,1282600,85007
2573,1282893,85023
2574,1283152,85148
2575,1283507,85179
2576,1283852,85184
2577,1284459,85204
2578,1286224,85250
2579,1286634,85265
2580,1287423,85398
2581,1289286,85461
2582,1289428,85463
2583,1289788,85472
2584,1289939,85477
2585,1290081,85479
2586,1290352,85496
2587,1290554,85532
2588,1291907,85654
2589,1292446,85697
2590,1292725,85748
2591,1292866,85750
2592,1293587,85768
2593,1293848,85789
2594,1294049,85791
2595,1294311,85817
2596,1294695,85836
2597,1294944,85840
2598,1295089,85844
2599,1296062,85876
2600,1296349,85887
2601,1296471,85888
2602,1296701,85894
2603,1296997,85920
2604,1297439,85952
2605,1297657,85957
2606,1297849,85980
2607,1298121,85987
2608,1299134,86038
2609,1299257,86039
2610,1299807,86054
2611,1300365,86068
2612,1300517,86069
2613,1301536,86098
2614,1302239,86138
2615,1302576,86144
2616,1302774,86152
2617,1303030,86156
2618,1303254,86167
2619,1303542,86170
2620,1303677,86170
2621,1303830,86172
2622,1304064,86177
2623,1304234,86183
2624,1304433,86189
2625,1304960,86198
2626,1305426,86200
2627,1306317,86231
2628,1309652,86362
2629,1309909,86374
2630,1310446,86384
2631,1310846,86392
2632,1311344,86399
2633,1313717,86461
2634,1313964,86472
2635,1314352,86483
2636,1314743,86496
2637,1315176,86529
2638,1315630,86558
2639,1315745,86561
2640,1316066,86564
2641,1316175,86566
2642,1316441,86669
2643,1316684,86693
2644,1318157,86738
2645,1318309,86740
2646,1318626,86749
2647,1319056,86751
2648,1319264,86759
2649,1319549,86819
2650,1321096,86846
2651,1321338,86858
2652,1321513,86859
2653,1321699,86877
2654,1321897,86880
2655,1322901,86893
2656,1323177,86916
2657,1323488,86937
2658,1323725,86976
2659,1324226,86994
2660,1325758,87038
2661,1326054,87053
2662,1326329,87061
2663,1326653,87067
2664,1327331,87093
2665,1327913,87107
2666,1328045,87110
2667,1328321,87123
2668,1328874,87127
2669,1329217,87133
2670,1329422,87137
2671,1329650,87141
2672,1329802,87145
2673,1330221,87175
2674,1330442,87181
2675,1330671,87198
2676,1330874,87200
2677,1331130,87210
2678,1331416,87215
2679,1333328,87260
2680,1333445,87261
2681,1333677,87276
2682,1334138,87283
2683,1334276,87284
2684,1334698,87307
2685,1334949,87320
2686,1335496,87368
2687,1336019,87393
2688,1336375,87403
2689,1336741,87419
2690,1339492,87468
2691,1340039,87487
2692,1340395,87502
2693,1341722,87541
2694,1341866,87545
2695,1342193,87590
2696,1342326,87594
2697,1343178,87664
2698,1343372,87682
2699,1343915,87714
2700,1344295,87779
2701,1344691,87790
2702,1344955,87797
2703,1345353,87815
2704,1345551,87884
2705,1345811,87899
2706,1345952,87901
2707,1346212,87921
2708,1346645,87934
2709,1346813,87935
2710,1347267,87946
2711,1347667,87956
2712,1347986,87968
2713,1348116,87969
2714,1348346,87972
2715,1348497,87973
2716,1349010,87994
2717,1349188,87998
2718,1349427,88011
2719,1350693,88063
2720,1351646,88116
2721,1352074,88372
2722,1354547,88478
2723,1354984,88504
2724,1355275,88515
2725,1355494,88545
2726,1355834,88566
2727,1356159,88612
2728,1356272,88613
2729,1356560,88622
2730,1358284,88673
2731,1358464,88678
2732,1358653,88689
2733,1358852,88693
2734,1359559,88838
2735,1364262,89033
2736,1365433,89097
2737,1365863,89107
2738,1366177,89118
2739,1370260,89223
2740,1374391,89364
2741,1374665,89376
2742,1374823,89395
2743,1375921,89539
2744,1386616,89878
2745,1387286,89928
2746,1387477,89942
2747,1387714,89960
2748,1387961,89970
2749,1388112,89973
2750,1388756,90019
2751,1389531,90084
2752,1389706,90087
2753,1389971,90101
2754,1390302,90121
2755,1390795,90131
2756,1391700,90289
2757,1391902,90322
2758,1392443,90333
2759,1393587,90416
2760,1394088,90662
2761,1394283,90662
2762,1394464,90674
2763,1395017,90697
2764,1395823,90717
2765,1396936,91274
2766,1397668,91312
2767,1398159,91345
2768,1398406,91372
2769,1398829,91380
2770,1399666,91493
2771,1400024,91512
2772,1400329,91546
2773,1400479,91557
2774,1403394,91635
2775,1403629,91708
2776,1404567,91760
2777,1405540,91805
2778,1408982,91919
2779,1410576,91988
2780,1411099,92053
2781,1417292,92329
2782,1417534,92406
2783,1417807,92434
2784,1418126,92449
2785,1418825,92488
2786,1420629,92655
2787,1421029,92684
2788,1422418,92980
2789,1425864,93064
2790,1428975,93284
2791,1429166,93314
2792,1429466,93327
2793,1432617,93433
2794,1433014,93483
2795,1433631,93576
2796,1434738,93646
2797,1436548,93693
2798,1437079,93719
2799,1437657,93783
2800,1437847,93786
2801,1438003,93786
2802,1438223,93788
2803,1438395,93788
2804,1438568,93788
2805,1440097,93831
2806,1440486,93838
2807,1441580,94141
2808,1445245,94272
2809,1445766,94301
2810,1445933,94308
2811,1446530,94409
2812,1447138,94427
2813,1447390,94434
2814,1448304,94456
2815,1448684,94464
2816,1449147,94478
2817,1450506,94842
2818,1452420,95681
2819,1452601,95696
2820,1452888,95697
2821,1453979,95853
2822,1454315,95860
2823,1454493,95862
2824,1455748,95903
2825,1455925,95909
2826,1460284,96526
2827,1464597,98264
2828,1466535,98328
2829,1467436,98439
2830,1468008,98465
2831,1473027,99354
2832,1473950,99374
2833,1474221,99378
2834,1474619,99383
2835,1475084,99390
2836,1475515,99397
2837,1476446,99456
2838,1476710,99461
2839,1477635,99538
2840,1478501,99700
2841,1478755,99704
2842,1479263,99772
2843,1479563,99789
2844,1480133,99813
2845,1480305,99833
2846,1480488,99833
2847,1481244,99863
2848,1481411,99863
2849,1482882,99900
2850,1483089,99903
2851,1483266,99908
2852,1483542,99916
2853,1485495,99956
2854,1485650,99959
2855,1485765,99960
2856,1486377,99972
2857,1486790,100016
2858,1487164,100020
2859,1488069,100039
2860,1490152,100100
2861,1490839,100305
2862,1491098,100310
2863,1491254,100312
2864,1491474,100320
2865,1491652,100321
2866,1491878,100328
2867,1492078,100330
2868,1492453,100340
2869,1492777,100347
2870,1493169,100361
2871,1493296,100362
2872,1493409,100363
2873,1494526,100373
2874,1494737,100377
2875,1495695,100396
2876,1495818,100397
2877,1496937,100480
2878,1497224,100582
2879,1497372,100583
2880,1497885,100589
2881,1498798,100619
2882,1499342,100660
2883,1499813,100668
2884,1500045,100671
2885,1500322,100706
2886,1500629,100712
2887,1500809,100718
2888,1501756,100750
2889,1501952,100757
2890,1502206,100768
2891,1502600,100787
2892,1503140,100827
2893,1503780,100837
2894,1504117,100854
2895,1504279,100855
2896,1504440,100855
2897,1504618,100861
2898,1504770,100866
2899,1505680,100887
2900,1505876,100888
2901,1506140,100896
2902,1506528,100923
2903,1506808,100957
2904,1507528,100987
2905,1508382,101012
2906,1508537,101013
2907,1508855,101015
2908,1509217,101042
2909,1509394,101046
2910,1509922,101105
2911,1510137,101111
2912,1510466,101144
2913,1510888,101164
2914,1511293,101179
2915,1511513,101182
2916,1511832,101193
2917,1512087,101218
2918,1512543,101225
2919,1512776,101228
2920,1514384,101252
2921,1514646,101256
2922,1515073,101260
2923,1515951,101279
2924,1516157,101282
2925,1516492,101294
2926,1520496,101482
2927,1520678,101484
2928,1520803,101486
2929,1521025,101500
2930,1521293,101504
2931,1521417,101505
2932,1521556,101507
2933,1522032,101515
2934,1522524,101568
2935,1522892,101576
2936,1523057,101582
2937,1523306,101635
2938,1523684,101642
2939,1523911,101646
2940,1525062,101695
2941,1525558,101724
2942,1525793,101728
2943,1526152,101739
2944,1526428,101747
2945,1526893,101760
2946,1527419,101772
2947,1527626,101776
2948,1530050,101878
2949,1530323,101883
2950,1530837,101887
2951,1531863,102011
2952,1532715,102041
2953,1532870,102046
2954,1533316,102082
2955,1533570,102086
2956,1533743,102092
2957,1535787,102150
2958,1536007,102160
2959,1536439,102160
2960,1536721,102174
2961,1537506,102188
2962,1538330,102214
2963,1538673,102223
2964,1539316,102244
2965,1539871,102268
2966,1540707,102379
2967,1540944,102451
2968,1541728,102483
2969,1542188,102498
2970,1542464,102504
2971,1542745,102620
2972,1542922,102622
2973,1543237,102627
2974,1543393,102632
2975,1543897,102647
2976,1544551,102654
2977,1545055,102665
2978,1547495,102723
2979,1548114,102737
2980,1548400,102754
2981,1548586,102760
2982,1548867,102774
2983,1549162,102775
2984,1549418,102777
2985,1549916,102783
2986,1550725,102800
2987,1551466,102831
2988,1551737,102851
2989,1552117,102910
2990,1552319,102919
2991,1552567,102932
2992,1552717,102933
2993,1553042,102940
2994,1553356,102948
2995,1553526,102950
2996,1553965,102973
2997,1554424,102982
2998,1554545,102982
2999,1554822,102998
3000,1554969,103001
3001,1555183,103004
3002,1556066,103122
3003,1556325,103143
3004,1556575,103177
3005,1556816,103182
3006,1556934,103182
3007,1557449,103192
3008,1557890,103199
3009,1559288,103242
3010,1559482,103245
3011,1559737,103250
3012,1559887,103257
3013,1560296,103323
3014,1560433,103335
3015,1560635,103336
3016,1561377,103380
3017,1561971,103393
3018,1562164,103421
3019,1562976,103451
3020,1563202,103500
3021,1563560,103506
3022,1563968,103543
3023,1564104,103544
3024,1564264,103588
3025,1564522,103595
3026,1564857,103601
3027,1565457,103673
3028,1565636,103687
3029,1565838,103709
3030,1566023,103719
3031,1566146,103721
3032,1566399,103738
3033,1567070,103767
3034,1567256,103781
3035,1567386,103781
3036,1567556,103786
3037,1568031,103817
3038,1568226,103820
3039,1568860,103843
3040,1569341,103855
3041,1569661,103862
3042,1569845,103864
3043,1570043,103888
3044,1570186,103892
3045,1570385,103899
3046,1570510,103901
3047,1570743,103910
3048,1571325,103915
3049,1571684,103924
3050,1572342,103937
3051,1572495,103940
3052,1572765,103964
3053,1573110,103977
3054,1573221,103980
3055,1573503,103988
3056,1573652,103992
3057,1575110,104074
3058,1575336,104112
3059,1575574,104112
3060,1575743,104124
3061,1576030,104130
3062,1576332,104140
3063,1576592,104153
3064,1577112,104170
3065,1577442,104182
3066,1577708,104189
3067,1577852,104189
3068,1578317,104203
3069,1578462,104216
3070,1578596,104219
3071,1579409,104232
3072,1581659,104291
3073,1581926,104292
3074,1582078,104292
3075,1582334,104305
3076,1582750,104374
3077,1582984,104379
3078,1584117,104412
3079,1584247,104412
3080,1585271,104421
3081,1585565,104447
3082,1585798,104454
3083,1585986,104457
3084,1586216,104464
3085,1588237,104596
3086,1588607,104607
3087,1589244,104631
3088,1589663,104659
3089,1589789,104665
3090,1590014,104671
3091,1590599,104715
3092,1591224,104747
3093,1591544,104758
3094,1593776,104799
